Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",40.0,,,,,4.0,4.0,4.0,Have certificate,Basic,1.95,Hà Nội
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",58.3,,12.0,Tây,Tây,3.0,4.0,5.0,Have certificate,Full,5.5,Hồ Chí Minh
"86, Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",53.0,3.6,5.0,,,4.0,3.0,4.0,Have certificate,Basic,6.5,Hồ Chí Minh
"Phường Thổ Quan, Đống Đa, Hà Nội",27.0,4.6,,,,6.0,,,,,7.5,Hà Nội
"Đường Số 9, Phường 9, Gò Vấp, Hồ Chí Minh",30.0,,8.0,,,2.0,2.0,2.0,,,3.75,Hồ Chí Minh
"Phường 7, Quận 8, Hồ Chí Minh",101.0,9.0,,,,1.0,,,,,4.8,Hồ Chí Minh
"Hẻm 47/, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",20.0,,,,,2.0,2.0,2.0,Have certificate,Full,3.45,Hồ Chí Minh
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",72.0,,,,,5.0,4.0,4.0,Have certificate,,9.5,Hồ Chí Minh
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",48.0,,4.0,Tây - Nam,,4.0,3.0,4.0,Have certificate,Full,6.2,Hồ Chí Minh
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",30.6,3.0,,,,,,,Have certificate,Full,6.5,Hà Nội
"Xã Đại Thành, Quốc Oai, Hà Nội",45.0,4.3,5.0,Nam,Nam,3.0,3.0,3.0,Have certificate,Full,2.65,Hà Nội
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",40.0,,4.0,Đông - Nam,,4.0,4.0,3.0,Have certificate,Full,5.6,Hồ Chí Minh
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",24.3,2.38,,,,,,,Have certificate,,7.2,Hà Nội
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",65.0,,,,,3.0,4.0,4.0,Have certificate,,10.0,Hồ Chí Minh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",31.0,3.6,3.0,Tây - Bắc,Tây - Bắc,5.0,4.0,3.0,Have certificate,Basic,4.55,Hà Nội
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",38.1,8.0,,,,,,,Have certificate,,5.5,Hà Nội
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",60.0,6.0,3.5,Tây - Nam,,4.0,4.0,4.0,Have certificate,Basic,8.0,Hồ Chí Minh
"Đường Cầu Tó, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,,,,,5.0,,,Have certificate,,2.85,Hà Nội
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",177.0,6.1,,,,2.0,3.0,4.0,Have certificate,Basic,5.46,Hồ Chí Minh
"Phường Phúc Đồng, Long Biên, Hà Nội",45.0,,,,,5.0,4.0,,,Full,4.45,Hà Nội
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",84.0,7.0,10.0,Tây - Bắc,Tây - Bắc,3.0,8.0,6.0,Have certificate,,6.5,Hồ Chí Minh
"Phường An Phú, Quận 2, Hồ Chí Minh",80.0,,6.0,,,3.0,5.0,5.0,Have certificate,Basic,6.9,Hồ Chí Minh
"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",52.0,,,,,,1.0,1.0,Sale contract,,7.0,Hồ Chí Minh
"Phường Phước Bình, Quận 9, Hồ Chí Minh",70.0,,,,,4.0,5.0,,Have certificate,,7.5,Hồ Chí Minh
"Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",58.0,,,,,3.0,3.0,3.0,Have certificate,Full,6.39,Hồ Chí Minh
"Xã Kim Nỗ, Đông Anh, Hà Nội",67.0,,3.0,Đông,Đông,3.0,3.0,3.0,Have certificate,Full,4.5,Hà Nội
"Phường Thạch Bàn, Long Biên, Hà Nội",60.0,,,,,4.0,4.0,,Have certificate,Basic,4.5,Hà Nội
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,,,,,3.0,4.0,,,,5.3,Hồ Chí Minh
"Phường Phú Lương, Hà Đông, Hà Nội",38.0,,3.0,Tây - Bắc,,4.0,5.0,4.0,,Full,4.35,Hà Nội
"Phường Yên Nghĩa, Hà Đông, Hà Nội",41.0,,,,,4.0,5.0,3.0,Have certificate,,3.6,Hà Nội
"Đường Kinh Dương Vương, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",94.0,5.7,4.0,,,,,,Have certificate,,4.8,Hồ Chí Minh
"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",45.5,3.7,,,,3.0,3.0,3.0,,Full,3.25,Hồ Chí Minh
"Ngõ 298, Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội",35.0,4.0,5.0,Đông,Đông,4.0,4.0,3.0,Have certificate,Basic,6.5,Hà Nội
"Phường Biên Giang, Hà Đông, Hà Nội",35.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.5,Hà Nội
"Đường 182, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",71.0,,4.0,,,2.0,2.0,2.0,Have certificate,Basic,4.9,Hồ Chí Minh
"Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,3.6,4.0,,,4.0,2.0,3.0,Have certificate,Basic,8.65,Hà Nội
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",39.0,4.6,,,,4.0,3.0,,Have certificate,,10.0,Hà Nội
"Đường 53, Phường 14, Gò Vấp, Hồ Chí Minh",64.0,5.0,10.0,Bắc,Bắc,4.0,4.0,5.0,Have certificate,,8.0,Hồ Chí Minh
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",88.6,,,,,3.0,3.0,4.0,Have certificate,,9.5,Hồ Chí Minh
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",24.0,4.0,3.0,,,4.0,2.0,3.0,Have certificate,Full,4.28,Hà Nội
"95 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40.0,4.0,,,,,,,Have certificate,Basic,7.0,Hà Nội
"Xã Mai Lâm, Đông Anh, Hà Nội",52.0,5.0,,,,4.0,3.0,,,,4.2,Hà Nội
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,6.0,30.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,,5.95,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",102.6,7.0,3.0,Đông,Đông,1.0,2.0,2.0,Have certificate,Full,5.6,Hồ Chí Minh
"Phường 13, Phú Nhuận, Hồ Chí Minh",62.0,4.3,,,,5.0,5.0,,Have certificate,Full,8.9,Hồ Chí Minh
"Chúc Sơn, Chương Mỹ, Hà Nội",31.0,,,,,3.0,3.0,3.0,Have certificate,Full,2.48,Hà Nội
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.0,4.0,8.0,Tây - Bắc,,3.0,4.0,5.0,Have certificate,,7.45,Hồ Chí Minh
"Ngõ 121.48, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",56.0,6.0,,,,4.0,4.0,4.0,Have certificate,Full,7.15,Hà Nội
"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",54.0,4.85,2.0,,,2.0,3.0,2.0,Have certificate,Basic,7.5,Hồ Chí Minh
"Ngõ 291, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30.0,3.25,,,,5.0,3.0,4.0,Have certificate,,4.25,Hà Nội
"Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh",59.0,5.0,5.0,,,3.0,9.0,9.0,Have certificate,Basic,6.0,Hồ Chí Minh
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100.0,,,,,,,,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",58.0,4.0,4.0,,,,5.0,5.0,Have certificate,Full,6.2,Hồ Chí Minh
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",32.0,,,,,5.0,3.0,,Have certificate,Full,5.5,Hà Nội
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",30.0,3.8,2.0,Tây,Tây,5.0,3.0,3.0,Have certificate,,4.6,Hà Nội
"Đường Ấp 6, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",40.0,,,,,1.0,2.0,2.0,Have certificate,,1.3,Hồ Chí Minh
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",37.0,,,,,5.0,3.0,4.0,Have certificate,Full,7.3,Hà Nội
"Đường Hồ Học Lãm, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",127.0,4.5,,,,2.0,3.0,2.0,Have certificate,Full,8.45,Hồ Chí Minh
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48.0,4.0,,,,3.0,4.0,3.0,Have certificate,Full,5.0,Hồ Chí Minh
"Đường Trương Định, Phường Minh Khai, Hai Bà Trưng, Hà Nội",39.0,4.5,50.0,,,6.0,3.0,4.0,Have certificate,Basic,7.5,Hà Nội
"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",54.0,,,,,2.0,,,,,4.1,Hồ Chí Minh
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40.0,3.4,,,,4.0,4.0,5.0,,,8.15,Hà Nội
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",35.0,3.6,4.0,,,3.0,3.0,2.0,Have certificate,Full,3.75,Hồ Chí Minh
"Hẻm 1234, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",98.7,6.0,3.0,Đông - Nam,Đông - Nam,2.0,7.0,4.0,Have certificate,Basic,5.2,Hồ Chí Minh
"Dự án Long Việt Riverside, Đường Võ Văn Kiệt, Thị trấn Quang Minh, Mê Linh, Hà Nội",70.0,5.0,11.5,,,4.0,,,,,5.6,Hà Nội
"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",54.0,3.8,4.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,5.65,Hồ Chí Minh
"Phố Đồng Nhân, Xã Đông La, Hoài Đức, Hà Nội",36.0,4.0,5.0,Đông - Bắc,Tây - Nam,3.0,3.0,3.0,Have certificate,Full,3.0,Hà Nội
"Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",70.0,5.0,,,,5.0,7.0,8.0,Have certificate,,6.9,Hồ Chí Minh
"Đường Đê La Thành, Phường Ngọc Khánh, Ba Đình, Hà Nội",32.0,,12.0,,,5.0,5.0,5.0,Have certificate,Basic,9.5,Hà Nội
"Đường Số 12, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",60.0,4.0,5.0,Đông - Nam,,3.0,4.0,3.0,Have certificate,Full,5.2,Hồ Chí Minh
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",33.0,3.3,2.0,Đông - Nam,,5.0,3.0,3.0,Have certificate,Full,7.5,Hà Nội
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",49.5,4.5,4.3,Tây - Nam,,3.0,2.0,2.0,Have certificate,Full,4.15,Hồ Chí Minh
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",33.0,4.5,2.5,,,5.0,3.0,4.0,Have certificate,,3.65,Hà Nội
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,,,,,2.0,2.0,3.0,Have certificate,Basic,5.7,Hồ Chí Minh
"Đường 1A, Phường An Lạc A, Bình Tân, Hồ Chí Minh",68.0,4.5,,,,3.0,4.0,4.0,Have certificate,,6.7,Hồ Chí Minh
"Số 5 ngõ 7, Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",41.5,6.0,,,,5.0,,,,,4.9,Hà Nội
"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",66.0,6.0,8.0,,,,5.0,4.0,Have certificate,Full,9.9,Hồ Chí Minh
"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",36.0,4.0,,,,3.0,4.0,3.0,Have certificate,,3.5,Hồ Chí Minh
"Phường Phúc Xá, Ba Đình, Hà Nội",40.0,,,,,4.0,4.0,,Have certificate,Basic,8.5,Hà Nội
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",45.0,,3.0,,,4.0,5.0,4.0,Have certificate,Basic,6.0,Hà Nội
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",40.0,4.4,,,,4.0,3.0,3.0,Have certificate,Basic,9.9,Hà Nội
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",33.0,4.0,4.0,Nam,Nam,5.0,4.0,4.0,Have certificate,Full,5.0,Hà Nội
"Đường 1, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",75.0,5.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,2.25,Hồ Chí Minh
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",34.0,5.0,2.0,,,5.0,3.0,4.0,Have certificate,,5.95,Hà Nội
"Ngõ 124, Đường Do Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",45.0,3.5,7.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,,Full,4.5,Hà Nội
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",28.0,3.5,7.0,,,,,,Have certificate,,2.68,Hồ Chí Minh
"Phường Khương Đình, Thanh Xuân, Hà Nội",37.0,,,,,3.0,2.0,,Have certificate,,5.5,Hà Nội
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",38.0,,,,,5.0,4.0,5.0,,,9.1,Hồ Chí Minh
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",54.0,,5.0,,,4.0,4.0,5.0,Have certificate,,6.2,Hồ Chí Minh
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",35.0,3.5,,,,5.0,,,Have certificate,,5.1,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",58.0,,,,,4.0,2.0,3.0,Have certificate,Basic,5.6,Hà Nội
"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",45.0,4.0,5.0,,,2.0,,,Have certificate,,3.5,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,6.2,4.0,,,5.0,5.0,5.0,Have certificate,Full,7.68,Hà Nội
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",126.2,5.6,12.0,,Đông - Bắc,1.0,2.0,1.0,,,6.9,Hồ Chí Minh
"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,,3.5,,,4.0,5.0,4.0,Have certificate,Full,5.5,Hà Nội
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,4.0,3.0,,,2.0,6.0,6.0,Have certificate,,4.95,Hồ Chí Minh
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,3.5,5.0,,,3.0,4.0,3.0,Have certificate,Basic,3.8,Hồ Chí Minh
"Phường Kiến Hưng, Hà Đông, Hà Nội",35.0,,,,,5.0,3.0,,Have certificate,,4.7,Hà Nội
"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",35.0,,,,,4.0,4.0,3.0,Have certificate,Full,3.3,Hà Nội
"Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",30.0,,,,,5.0,3.0,,Have certificate,Full,3.88,Hà Nội
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",36.0,,5.0,,,5.0,4.0,4.0,Have certificate,Basic,5.65,Hà Nội
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",38.0,,,,,6.0,4.0,3.0,Have certificate,Basic,6.25,Hà Nội
"Ngõ 165, Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",37.0,,3.0,,,5.0,4.0,4.0,Have certificate,Full,6.5,Hà Nội
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",70.0,,,,,5.0,5.0,5.0,Have certificate,Full,6.01,Hồ Chí Minh
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",72.0,,,,,2.0,6.0,4.0,Have certificate,,6.75,Hồ Chí Minh
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",41.0,,2.8,,,5.0,3.0,4.0,Have certificate,Full,5.7,Hà Nội
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",80.0,5.0,2.0,Đông,Đông,5.0,5.0,6.0,Have certificate,,9.5,Hà Nội
"Ngõ 374, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",98.0,6.0,5.0,Đông - Nam,,2.0,3.0,2.0,,,9.6,Hà Nội
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.0,9.0,Đông,Đông,3.0,5.0,5.0,Have certificate,Basic,7.6,Hồ Chí Minh
"1942, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",82.5,,,Đông - Nam,,2.0,3.0,2.0,Have certificate,Full,4.8,Hồ Chí Minh
"Đường Phúc La, Phường Phúc La, Hà Đông, Hà Nội",40.0,4.2,,,,5.0,6.0,4.0,Have certificate,Full,4.7,Hà Nội
"Đường Quốc lộ 6, Xã Phụng Châu, Chương Mỹ, Hà Nội",35.0,4.0,4.0,Đông - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Full,2.4,Hà Nội
"Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",157.0,10.0,3.0,Đông - Nam,Tây - Nam,4.0,7.0,7.0,Have certificate,Basic,10.0,Hồ Chí Minh
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",41.0,,,,,4.0,4.0,3.0,Have certificate,,5.15,Hà Nội
"530/Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.0,4.1,7.0,,,4.0,5.0,6.0,Have certificate,Basic,6.8,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",60.0,4.0,3.0,,,3.0,4.0,6.0,Have certificate,Basic,4.8,Hồ Chí Minh
"Đường Ngọc Hồi, Xã Ngọc Hồi, Thanh Trì, Hà Nội",80.0,8.0,,,,4.0,4.0,3.0,Have certificate,Full,4.8,Hà Nội
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",85.0,5.0,6.0,Nam,,3.0,4.0,4.0,Have certificate,Full,5.99,Hồ Chí Minh
"285 Đường Quốc lộ 1A, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",49.1,3.86,50.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,,3.5,Hồ Chí Minh
"Đường Trương Công Giai, Phường Dịch Vọng, Cầu Giấy, Hà Nội",50.0,,,,,5.0,,,Have certificate,Full,8.7,Hà Nội
"Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",85.0,,,,,3.0,3.0,4.0,Have certificate,Full,4.0,Hồ Chí Minh
"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",70.0,7.0,2.5,Tây - Bắc,Tây - Nam,4.0,4.0,4.0,Have certificate,Full,9.8,Hà Nội
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",37.0,4.6,3.5,Bắc,Bắc,6.0,4.0,3.0,Have certificate,Full,7.5,Hà Nội
"Tả Thanh Oai, Thanh Trì, Hà Nội",30.0,3.5,3.0,Tây - Nam,Tây - Nam,5.0,3.0,4.0,Have certificate,Basic,3.2,Hà Nội
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",37.0,3.8,3.0,,,6.0,3.0,4.0,Have certificate,Full,8.0,Hà Nội
"Phường Đội Cấn, Ba Đình, Hà Nội",31.0,5.1,,,,3.0,4.0,3.0,Have certificate,,5.6,Hà Nội
"670/87/20 Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",56.5,,,,,3.0,4.0,3.0,Have certificate,,4.7,Hồ Chí Minh
"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",36.0,4.5,20.0,Đông,Đông,4.0,3.0,4.0,Have certificate,Basic,4.0,Hà Nội
"Phường La Khê, Hà Đông, Hà Nội",47.0,3.5,,,,4.0,3.0,3.0,,,6.45,Hà Nội
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",36.0,,,,,5.0,3.0,3.0,Have certificate,,6.05,Hà Nội
"Số 61/2, Đường Nguyễn Xiển, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",245.0,,12.0,Tây - Nam,Nam,1.0,,,Have certificate,,7.6,Hồ Chí Minh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.0,,,,,5.0,,,Have certificate,Full,4.5,Hà Nội
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",63.0,4.7,3.0,Nam,Nam,4.0,4.0,3.0,Have certificate,Basic,8.6,Hà Nội
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",32.0,,,,,6.0,3.0,,,,6.5,Hà Nội
"Hẻm 1716/46/, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",21.0,,5.0,,,3.0,2.0,2.0,Have certificate,,1.53,Hồ Chí Minh
"Đường Đê La Thành, Phường Kim Mã, Ba Đình, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,,9.5,Hà Nội
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",36.0,,,,,4.0,5.0,4.0,Have certificate,Full,6.25,Hồ Chí Minh
"Tổ 7, Đường Nhân Trạch, Phường Phú Lương, Hà Đông, Hà Nội",32.0,3.0,2.3,,,5.0,5.0,3.0,Have certificate,,3.7,Hà Nội
"Dự án The Beverly Solari  - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",45.0,,,,,,,1.0,Sale contract,,5.9,Hồ Chí Minh
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.29,Hà Nội
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",41.0,4.5,,,,5.0,,,Have certificate,Full,6.6,Hà Nội
"331/, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",41.5,4.0,6.0,Nam,,4.0,5.0,3.0,Have certificate,Full,7.7,Hồ Chí Minh
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",35.0,,,,,5.0,2.0,2.0,,,6.85,Hà Nội
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",30.5,4.0,3.0,Tây - Nam,Tây - Nam,4.0,3.0,3.0,Have certificate,Full,2.65,Hà Nội
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",60.0,10.0,10.0,,,3.0,5.0,3.0,Have certificate,,9.99,Hồ Chí Minh
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",91.0,4.0,5.0,,,4.0,4.0,4.0,Have certificate,,9.3,Hồ Chí Minh
"1716/9, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",27.0,3.0,3.0,,,3.0,4.0,2.0,Have certificate,,1.99,Hồ Chí Minh
"Đường Giao Quang, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",74.0,,,,,5.0,7.0,,Have certificate,,5.5,Hà Nội
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",32.0,3.5,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,3.95,Hà Nội
"Đường Hồ Tùng Mậu, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",52.0,4.6,6.0,,,4.0,4.0,4.0,Have certificate,,8.6,Hà Nội
"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",36.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,2.8,Hà Nội
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",50.0,5.0,2.0,Tây - Bắc,Tây - Bắc,6.0,4.0,5.0,Have certificate,Basic,6.5,Hà Nội
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",70.0,4.5,2.5,Tây - Bắc,Tây - Bắc,5.0,5.0,5.0,Have certificate,Basic,10.0,Hà Nội
"Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",50.0,,,,,6.0,4.0,5.0,Have certificate,Full,7.55,Hà Nội
"Phố Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội",35.0,,,,,6.0,4.0,5.0,Have certificate,Full,7.8,Hà Nội
"Đường Dân Thắng 2, Xã Tân Thới Nhì, Hóc Môn, Hồ Chí Minh",80.0,4.0,5.0,,,2.0,3.0,4.0,Have certificate,,4.25,Hồ Chí Minh
"Đường Hữu Hòa, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",34.0,,,,,5.0,4.0,,Have certificate,,4.3,Hà Nội
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,,,,,3.0,3.0,2.0,Have certificate,,5.9,Hồ Chí Minh
"Phường Phú Lãm, Hà Đông, Hà Nội",34.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.3,Hà Nội
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,,3.0,,,,6.0,6.0,Have certificate,Basic,4.95,Hồ Chí Minh
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",36.0,4.0,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,,4.55,Hà Nội
"Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",42.0,4.0,4.0,,,2.0,2.0,2.0,Have certificate,Full,1.9,Hồ Chí Minh
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",35.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,3.4,Hà Nội
